#{"t_start": 1764790684.333374, "env_id": "None"}
r,l,t
114.0,52,73.508332
12.0,17,73.555526
-47.0,1,73.558926
176.0,73,73.771972
-37.0,5,73.785459
-47.0,1,73.788241
-14.0,9,73.822404
-47.0,1,73.826272
34.0,22,73.885835
-27.0,9,73.913815
-5.0,10,73.941745
424.0,131,74.310998
-47.0,1,74.313905
-38.0,4,74.3307
144.0,43,74.448409
861.0,233,75.109952
-39.0,3,75.117815
658.0,193,75.677182
179.0,59,75.838604
-46.0,2,75.844163
-47.0,1,75.847042
259.0,117,76.157892
-19.0,10,76.188772
-46.0,1,76.191955
26.0,20,76.245505
-47.0,1,76.248613
183.0,70,76.455825
-47.0,1,76.458668
527.0,157,76.892081
-37.0,8,76.922659
644.0,212,77.545973
-3.0,10,77.571383
-47.0,1,77.574112
-35.0,10,77.600528
262.0,90,77.865951
-5.0,13,79.607757
-46.0,2,79.619815
836.0,250,81.615798
16.0,18,81.720972
-46.0,2,81.730347
-34.0,4,81.747257
8.0,13,81.803921
26.0,18,82.144685
55.0,26,82.323301
-47.0,1,82.326054
-46.0,2,82.331523
-47.0,1,82.334273
24.0,24,82.405253
34.0,23,82.466513
563.0,166,82.951329
655.0,169,83.417314
113.0,40,83.544171
-37.0,6,83.559927
-26.0,10,83.586112
45.0,40,83.692713
-33.0,8,83.713727
944.0,261,84.47468
-41.0,3,84.482914
1146.0,282,85.296337
495.0,146,85.706484
102.0,51,87.902997
-38.0,4,87.921345
84.0,36,88.030652
754.0,211,88.605978
-46.0,1,88.608693
-36.0,6,88.624628
-47.0,1,88.627494
128.0,60,88.800211
6.0,15,88.841281
-41.0,3,88.849815
-46.0,1,88.85281
-20.0,11,88.881541
66.0,42,89.017626
-47.0,1,89.020338
386.0,126,90.846869
-47.0,1,90.850987
-15.0,9,90.879396
-47.0,1,90.88223
96.0,38,90.991677
59.0,27,91.082333
1335.0,343,92.032907
-47.0,1,92.036114
-46.0,1,92.040936
-47.0,1,92.045478
-47.0,1,92.049975
466.0,142,92.603133
-46.0,2,92.621738
57.0,33,92.755385
-45.0,2,92.763699
670.0,171,93.503276
451.0,148,94.109665
-40.0,4,94.133245
-33.0,6,94.155985
1684.0,400,95.703665
-43.0,5,95.721912
-47.0,1,95.726222
-33.0,6,95.742581
414.0,114,96.068047
-47.0,1,96.070833
658.0,203,96.659749
406.0,113,96.984097
143.0,63,97.153732
488.0,157,97.616189
287.0,100,99.362378
1310.0,350,100.347795
133.0,64,100.53841
-44.0,2,100.543588
68.0,32,100.637013
-45.0,2,100.642508
526.0,153,101.109865
-47.0,1,101.112817
327.0,107,101.424435
-38.0,4,101.436795
810.0,218,102.07065
61.0,44,102.195537
-46.0,1,102.19857
167.0,64,102.383119
33.0,34,102.476789
127.0,42,102.609825
449.0,144,103.017407
30.0,28,103.099449
-46.0,2,103.105128
646.0,176,103.599244
324.0,98,103.888611
-47.0,1,103.891512
359.0,103,104.164704
5.0,22,104.225887
-22.0,9,104.25048
-44.0,2,104.256282
317.0,103,104.546979
-38.0,4,104.558544
-43.0,4,104.570183
893.0,268,107.31652
736.0,183,108.077368
1636.0,400,109.407846
203.0,77,109.621586
-47.0,1,109.624514
47.0,29,109.709717
173.0,84,109.943501
407.0,149,110.359237
435.0,133,110.726594
62.0,36,110.832625
-32.0,11,110.863564
-47.0,1,110.866702
60.0,44,111.004447
-46.0,1,111.007315
-47.0,1,111.010162
63.0,34,111.104018
189.0,68,111.289921
-10.0,13,111.326385
386.0,116,111.658722
470.0,127,112.031845
54.0,28,112.11274
-35.0,5,112.12677
-25.0,6,112.144224
-30.0,6,112.169029
-47.0,1,112.171996
-45.0,2,112.17735
-20.0,8,112.19754
-10.0,13,112.230979
102.0,61,112.40055
185.0,75,112.613472
1.0,13,112.645732
-47.0,1,112.648458
227.0,67,112.835696
766.0,212,114.886843
-22.0,7,114.906372
-44.0,2,114.912322
150.0,68,115.127277
-30.0,5,115.147414
164.0,62,115.31189
779.0,221,115.9239
5.0,18,115.979795
-41.0,3,115.987891
256.0,77,116.209475
-25.0,6,116.225971
-20.0,7,116.244091
9.0,16,116.292119
654.0,175,116.759772
117.0,54,116.911911
3.0,33,117.005704
1709.0,400,118.12132
373.0,141,118.533521
670.0,215,119.440736
759.0,233,120.409352
224.0,75,120.724819
-35.0,4,120.740491
10.0,17,120.808471
131.0,65,121.085534
4.0,21,121.173633
489.0,132,123.201311
-20.0,8,123.229126
274.0,99,123.500146
340.0,93,123.780178
10.0,15,123.819507
1090.0,299,124.657004
1509.0,400,125.773865
-47.0,1,125.777053
-45.0,2,125.782311
-24.0,11,125.818464
-47.0,1,125.821289
146.0,48,125.958231
140.0,45,126.079605
47.0,30,126.165025
14.0,20,126.224214
1251.0,395,127.321717
692.0,184,127.832998
84.0,43,127.946927
348.0,117,128.284788
-26.0,9,128.307804
107.0,46,128.433036
-47.0,1,128.436056
-3.0,17,128.490432
400.0,138,130.353033
131.0,52,130.500265
-15.0,13,130.54352
-44.0,2,130.549224
659.0,252,131.274255
899.0,243,132.103813
25.0,20,132.177819
260.0,97,132.567294
363.0,127,133.095446
143.0,61,133.331147
668.0,179,134.055289
-46.0,1,134.059505
855.0,287,135.152078
814.0,236,135.803496
328.0,102,136.09906
-47.0,1,136.103899
97.0,56,136.262724
215.0,80,136.477538
-40.0,5,136.491264
-15.0,15,136.53207
302.0,102,136.813058
-6.0,11,136.845978
-46.0,2,136.855714
-41.0,4,136.871867
10.0,17,136.91629
472.0,124,138.764998
-47.0,1,138.767856
-38.0,4,138.77853
964.0,267,139.526182
-38.0,4,139.54476
31.0,21,139.602182
24.0,29,139.682606
-47.0,1,139.685376
-47.0,1,139.688243
112.0,41,139.801467
-47.0,1,139.804409
-1.0,15,139.842722
-43.0,2,139.854406
1425.0,400,140.981039
35.0,26,141.060004
129.0,58,141.230319
-47.0,1,141.233155
-44.0,2,141.238293
-1.0,19,141.307628
-30.0,10,141.332925
58.0,30,141.417889
-47.0,1,141.420791
1680.0,400,142.554847
-47.0,1,142.558052
1615.0,400,143.695007
531.0,161,144.140544
61.0,31,144.227314
440.0,149,146.6567
764.0,233,147.657302
-47.0,1,147.661338
1572.0,400,148.892951
908.0,248,149.563131
-1.0,11,149.592389
1061.0,302,150.447797
-46.0,2,150.453523
-38.0,5,150.46745
1508.0,400,151.59857
681.0,191,152.131034
-34.0,5,152.144495
272.0,80,152.368939
-12.0,10,152.402444
1302.0,316,154.826561
617.0,158,155.304579
714.0,229,155.94806
-25.0,8,155.973232
-41.0,3,155.981504
554.0,172,156.465527
83.0,36,156.566062
-37.0,5,156.57997
-16.0,10,156.609846
12.0,15,156.655369
1258.0,350,157.637457
155.0,45,157.762045
-44.0,3,157.775615
455.0,145,158.350119
977.0,242,159.340825
1217.0,354,162.378772
-45.0,2,162.384146
619.0,165,162.834747
1225.0,351,163.82827
230.0,102,164.118679
-13.0,12,164.149425
563.0,188,164.68125
12.0,22,164.749196
504.0,155,165.164466
1.0,18,165.210051
266.0,133,168.009819
56.0,27,168.080765
1618.0,386,169.166101
1593.0,400,170.286652
1760.0,400,173.646112
-8.0,14,173.709661
213.0,77,174.078661
-47.0,1,174.083231
161.0,56,174.26982
25.0,25,174.343013
301.0,112,174.648789
0.0,18,174.694529
-44.0,2,174.700059
-27.0,11,174.73023
-45.0,2,174.741113
1728.0,400,175.862379
1312.0,360,176.862075
113.0,57,177.043266
-40.0,3,177.051953
206.0,65,177.231703
1311.0,361,178.230368
1052.0,286,180.513111
951.0,291,181.350297
400.0,137,181.74513
377.0,127,182.131349
-47.0,1,182.136811
416.0,137,182.547303
-15.0,9,182.576602
-47.0,1,182.579449
1566.0,400,183.71122
388.0,128,184.065906
-47.0,1,184.068568
872.0,280,185.167479
172.0,69,185.490831
357.0,121,185.9946
-47.0,1,185.998373
1268.0,322,188.803305
1173.0,309,189.679128
174.0,75,189.883982
309.0,99,190.159506
873.0,300,191.006232
1583.0,400,192.140352
131.0,59,192.299444
15.0,23,192.368868
155.0,58,192.53332
136.0,50,192.685408
-25.0,11,192.714203
938.0,281,193.496664
7.0,14,193.53558
3.0,17,193.586698
360.0,122,193.936387
117.0,43,194.058381
146.0,63,194.237468
255.0,114,196.046378
48.0,31,196.143277
1665.0,400,197.35223
917.0,260,198.493531
830.0,339,199.90171
178.0,61,200.179958
7.0,15,200.251181
-2.0,23,200.358355
327.0,145,200.789628
-44.0,2,200.795093
1336.0,400,201.933865
259.0,78,202.168541
748.0,223,204.261796
1579.0,400,205.365469
1293.0,390,206.456908
380.0,131,206.820974
1341.0,400,207.946866
1516.0,400,209.077577
1384.0,400,212.162873
846.0,239,213.168204
-47.0,1,213.172376
1748.0,400,214.428842
1533.0,400,215.581175
-2.0,14,215.631919
139.0,44,215.751597
-40.0,5,215.764863
1511.0,400,216.941083
-38.0,6,216.956726
1171.0,350,217.934903
278.0,79,218.16386
1335.0,400,220.834696
37.0,29,220.914561
1421.0,400,222.03894
374.0,123,222.376714
1121.0,351,223.375714
1662.0,400,225.011608
-9.0,15,225.075365
1396.0,400,228.198493
294.0,94,228.516405
650.0,231,229.207404
297.0,115,229.532258
19.0,19,229.581917
31.0,33,229.67388
10.0,16,229.71435
1546.0,400,230.852504
